0.52212,0.71308
0.48314,0.81976
0.31736,0.66331
0.22843,0.78978
0.029964,0.83778
0.43426,0.72303
0.34663,0.69815
0.15756,0.81427
0.61033,0.68703
0.34319,0.73638
0.52899,0.74733
0,0.82338
0.1605,0.72315
0.17631,0.6472
0.5781,0.77486
0.47503,0.80493
0.32466,0.72429
0.31641,0.73034
0.50566,0.73777
0.058717,0.75376
0.56964,0.73897
0.23463,0.65395
0.54172,0.67701
0.64742,0.70548
0.0053932,0.81042
0.15135,0.73813
0.39344,0.72735
0.019277,0.71863
0.026192,0.85156
0.17442,0.8171
0.21619,0.72936
0.26307,0.80492
0.027823,0.7175
0.54041,0.6653
0.38378,0.74204
0.20528,0.78354
0.6738,0.73563
0.39457,0.73309
0.62208,0.65308
0.54221,0.66971
0.024394,0.78464
0.54669,0.71838
0.24668,0.66268
0.68797,0.70995
0.3758,0.77583
0.50375,0.71265
0.20901,0.87476
0.57018,0.64485
0.69052,0.80368
0.50062,0.70436
0.7061,0.59681
0.4189,0.71346
0.80911,0.70985
0.32628,0.78833
0.20677,0.77031
0.28177,0.75879
0.67966,0.68985
0.26959,0.69781
0.38436,0.71735
0.18227,0.69517
0.26199,0.71697
0.068628,0.76405
0.49833,0.73738
0.30045,0.7258
0.22967,0.64688
0.24779,0.71165
0.53123,0.7922
0.23376,0.75876
0.1343,0.77093
0.093625,0.71418
0.27248,0.67385
0.36162,0.71461
0.16981,0.82242
0.20129,0.71011
0.63653,0.76628
0.53117,0.64248
0.48021,0.7351
0.23893,0.86551
0.57623,0.71692
0.44485,0.72278
0.059514,0.79166
0.56534,0.76109
0.2011,0.80229
0.62072,0.56525
0.36268,0.84568
0.11136,0.77951
0.17127,0.69758
0.22204,0.84173
0.32488,0.78356
0.56968,0.64698
0.55761,0.77344
0.20725,0.77152
0.14979,0.71123
0.53393,0.83012
0.36213,0.79464
0.26889,0.68574
0.56025,0.73624
0.43327,0.59273
0.079102,0.74216
0.42233,0.8329
0.27049,0.72904
0.26828,0.68789
0.24909,0.67916
0.65474,0.7681
0.28118,0.71493
0.46034,0.7948
0.34021,0.69143
0.57481,0.74186
0.63493,0.81554
0.28772,0.78585
0.27684,0.7278
0.54308,0.71406
0.59701,0.7036
0.59452,0.74906
0.47975,0.78442
0.17519,0.75927
0.081385,0.70975
0.45207,0.82094
0.50768,0.75751
0.27527,0.72825
0.71015,0.71106
0.050457,0.87249
0.12162,0.81409
0.46161,0.7796
0.40305,0.7611
0.088322,0.71606
0.57909,0.67938
0.57306,0.75586
0.61683,0.68898
0.25805,0.70098
0.27874,0.68111
0.76187,0.69015
0.10936,0.80468
0.53812,0.70172
0.58422,0.64283
0.47188,0.56515
0.57148,0.66981
0.21308,0.82094
0.09823,0.83172
0.5726,0.80547
0.1854,0.73956
0.11122,0.73992
0.19985,0.79495
0.12119,0.86319
0.50954,0.70808
0.051857,0.65161
0.069149,0.65194
0.75926,0.71959
0.12352,0.61771
0.40028,0.67638
0.62818,0.60375
0.6475,0.62434
0.17371,0.72429
0.39914,0.6965
0.62267,0.73094
0.44752,0.77377
0.72967,0.63226
0.06313,0.76317
0.070658,0.71469
0.0062341,0.81723
0.35363,0.66833
0.28827,0.77925
0.2265,0.85276
0.39477,0.78139
0.31797,0.81367
0.084844,0.66465
0.75137,0.51933
0.35374,0.73458
0.60938,0.71568
0.21967,0.74672
0.41232,0.71918
0.67138,0.6417
0.25114,0.86044
0.47886,0.72438
0.27873,0.77934
0.35402,0.74075
0.71138,0.62437
0.52366,0.83086
0.24284,0.72634
0.36173,0.70222
0.44838,0.84832
0.086053,0.7819
0.32765,0.70308
0.37179,0.64376
0.44045,0.70667
0.24639,0.84253
0.16146,0.69959
0.55844,0.69694
0.42203,0.77567
0.011094,0.81562
0.02871,0.67304
0.46125,0.62483
0.183,0.75181
0.3431,0.77479
0.26729,0.75605
0.25324,0.71538
0.02986,0.69264
0.18957,0.68931
0.55803,0.68093
0.52944,0.72923
0.54956,0.47093
0.53271,0.76864
0.69544,0.71081
0.075695,0.69988
0.26711,0.7814
0.044225,0.90328
0.50567,0.74062
0.40051,0.82966
0.66863,0.6634
0.20494,0.76237
0.47009,0.76357
0.33704,0.78071
0.32831,0.81777
0.28067,0.73884
0.58712,0.70958
0.55092,0.64333
0.49944,0.75264
0.39402,0.80455
0.13126,0.77581
0.64076,0.72472
0.38024,0.9622
0.26939,0.80199
0.43694,0.60955
0.27712,0.80466
0.4921,0.75218
0.062995,0.75971
0.59695,0.55869
0.2492,0.73634
0.2005,0.71143
0.24526,0.77189
0.12562,0.77679
0.42336,0.79676
0.152,0.77981
0.23238,0.714
0.40469,0.7178
0.51859,0.62927
0.76218,0.67306
0.45777,0.66707
0.39467,0.73553
0.38532,0.7871
0.33561,0.79021
0.30888,0.72125
0.27703,0.76222
0.68219,0.66135
0.21637,0.69394
0.72088,0.70643
0.57738,0.66343
0.65162,0.68376
0.49847,0.77666
0.027595,0.793
0.66158,0.66639
0.30612,0.68914
0.57589,0.63207
0.53666,0.69906
0.38176,0.7368
0.35299,0.7832
0.77902,0.74287
0.39507,0.59282
