   3.3212684e-01   3.3105186e+00
   4.8133967e-01   8.9934618e+00
   6.5647585e-02   1.0678001e+01
   6.3461793e-02   7.6050205e-01
   1.0166134e-01   1.7208447e+00
   2.3764272e-01   2.1216779e+00
   8.1116420e-02   6.5330269e+00
   1.3133682e-01   5.1280775e+00
   3.3400295e-02   1.6233249e+00
   1.8404759e-01   4.2305534e+00
   2.1196891e-01   3.3953364e+00
   9.4507037e-01   8.8204770e+00
   1.2509521e+00   1.9519773e+01
   2.0034974e-01   2.4971580e+00
   6.0145718e-02   1.8187409e+00
   4.1787831e-01   6.7750868e+00
   9.1511275e-02   4.0175546e+00
   2.1009120e-01   3.0422844e+00
   1.4035680e-02   1.1738562e+00
   6.4868408e-02   2.3921409e+00
   3.3836592e-01   5.6709696e+00
   3.9836911e-02   1.2827562e+01
   1.1163154e+00   2.8953235e+01
   1.7360006e+00   1.0618044e+01
   1.7256465e-02   9.2023430e-01
   3.5194891e-02   1.1518765e+00
   3.2660462e-01   1.9589094e+00
   1.0057392e+00   1.0381595e+01
   4.1236836e-02   1.6519507e+00
   1.9607655e+00   2.1457523e+01
   2.5785543e-01   7.2225310e+00
   1.0575793e-01   1.3783642e+00
   1.4501824e-01   2.1747712e+00
   3.5083011e-01   9.7971625e+00
   1.5533254e-01   2.2930215e+00
   8.1459832e-02   1.6553124e+01
   6.1212798e-01   9.7045710e+00
   7.2873972e-01   2.6177428e+01
   3.3112441e-02   5.0662340e-01
   6.2340900e-01   8.3057636e+00
   3.2716521e-01   2.7590372e+00
   1.7260533e-01   7.4364229e+00
   6.7436154e-01   8.5433152e+00
   1.0620336e-01   7.6580962e+00
   2.6342839e+00   3.2203988e+01
   9.6995125e-02   5.3997819e+00
   1.7504313e-01   2.4846361e+00
   5.9456085e-01   1.8669788e+01
   1.1692227e-01   2.1559170e+00
   8.9422957e-02   3.5035288e+00
   1.0471030e-01   2.7070073e+00
   2.6281908e-01   4.6418368e+00
   1.1901248e-01   5.8763573e+00
   4.0866370e-01   9.9451334e+00
   1.2394431e-01   1.4055679e+00
   4.5262455e-02   3.1707380e+00
   2.4333764e-03   2.0036968e+00
   3.2554552e-01   3.4684142e+00
   4.5580940e-01   5.1223461e+00
   2.4564521e-01   2.0395434e+01
   5.1500375e-02   2.9989544e+00
   9.4974522e-02   1.7834039e+00
   1.5036722e-02   1.9654565e+00
   6.6929865e-02   4.9135932e+00
   1.8648383e-01   1.6049819e+00
   4.0875111e-01   4.1839050e+00
   1.9632632e-01   2.8584149e+00
   1.8420409e-01   4.1700597e+00
   2.2724369e-01   2.4132803e+00
   3.6692647e+00   7.8648928e+01
   9.1628716e-02   2.5706766e+00
   1.9811535e-01   1.5081504e+01
   1.9029098e+00   1.2352941e+01
   9.5644941e-02   5.8163023e+00
   3.6761089e-01   1.5571472e+01
   3.0603178e-03   6.3792367e-01
   1.7201720e+00   1.1498741e+01
   1.0393344e-01   3.0380478e+00
   2.9445295e-01   1.0084146e+01
   6.2284474e-02   4.1737877e+00
   7.1814593e-01   8.5991045e+00
   4.8310492e-01   7.2253827e+00
   2.2773804e+00   3.6475720e+01
   4.7859561e-02   2.1630330e+00
   7.1686926e-02   1.9643751e+00
   1.1934784e-01   7.7501001e+00
   5.3931957e-01   8.3720740e+00
   3.8018559e-01   4.7116274e+00
   4.3124514e-02   1.0191787e+00
   5.3591901e-01   1.6862953e+01
   5.8120180e-02   1.7375092e+00
   2.3527299e-01   8.8341602e+00
   9.0313044e-02   8.7909148e-01
   1.8155836e+00   4.5747707e+01
   3.4879075e-02   1.5015130e+00
   2.1173782e-01   2.6473147e+00
   3.2655316e-01   6.6177476e+00
   1.3813047e-02   2.0207444e+00
   1.5433291e-01   7.4761120e+00
   1.6920873e-01   5.0725382e+00
   1.8702392e-01   4.9134366e+00
   3.1009435e-01   5.9934975e+00
   2.0438097e-02   9.0196520e-01
   2.8973087e-01   7.4509615e+00
   2.5124931e-01   2.4864588e+00
   3.5201857e-01   1.0961111e+01
   1.6666668e+00   5.0932095e+01
   1.1537111e-01   1.4440376e+00
   1.9422961e-01   5.1425204e+00
   5.5242635e-03   2.4131793e+00
   7.5821340e-01   1.7901243e+01
   2.4485831e-03   2.1635934e+00
   9.4824837e-02   6.0182509e+00
   1.0110454e-01   4.9886449e+00
   9.3287245e-01   7.4224214e+00
   4.2301872e-01   3.2194881e+00
   2.4529184e-01   3.1344287e+00
   5.0734319e-01   1.5570124e+01
   1.8934089e-01   2.6418943e+00
   3.4623029e-01   2.5686813e+01
   7.4859713e-01   8.9384864e+00
   7.2793107e-01   1.1624861e+01
   1.6171536e-01   6.4675163e+00
   5.3915468e-03   1.3938181e+00
   4.1375183e-01   1.5208000e+01
   1.1826439e-01   3.9656754e+00
   2.5033953e+00   5.0262045e+01
   3.9484951e-03   1.8883478e+00
   4.4899070e-01   5.1994500e+00
   6.3322019e-02   3.2934023e+00
   1.2280211e-02   1.4820660e+00
   1.8178622e-01   1.5996402e+00
   3.5169189e-01   1.8785335e+01
   4.9424410e-01   5.7097650e+00
   3.2460203e-01   7.8703608e+00
   2.0306890e-01   4.4872221e+00
   7.8745076e-02   9.4182800e-01
