   1.8291601e-02   2.3047107e+00
   1.9071239e-02   2.1348077e+00
   3.3150918e-01   1.7073226e+01
   6.8493446e-02   8.1901168e+00
   2.6529159e-02   1.7131963e+00
   4.0837828e-03   6.5139959e+00
   2.0509566e-01   1.2648633e+01
   1.8084261e-02   3.3268755e+00
   6.1150985e-02   1.0136352e+01
   9.0608045e-04   2.8798860e+00
   2.1259536e-02   1.4020853e+00
   2.5506712e-02   2.9056415e+00
   1.1964768e-01   9.9334471e+00
   1.8579424e-02   2.0005878e+00
   2.5757091e-02   1.8065580e+00
   2.3573685e-02   4.9333361e+00
   1.0853346e-01   8.7230209e+00
   3.0146768e-03   3.1729350e+00
   3.1603591e-02   3.1858400e+00
   2.4715195e-02   1.4501963e+00
   1.8300497e-02   2.1910424e+00
   1.7190139e-02   1.8615643e+00
   2.5572304e-03   2.6567466e+00
   1.6451762e-02   4.3772001e+00
   4.9383877e-02   6.7894747e+00
   1.4312703e-02   3.5696615e+00
   4.6718358e-01   1.9694698e+01
   1.1853979e-02   5.3293779e+00
   1.0032333e-01   8.5730122e+00
   2.0263188e-02   8.1192841e-01
   1.6261535e-02   1.5779371e+00
   2.1807176e-01   1.1946868e+01
   3.3426455e-02   2.4518923e+00
   3.0374615e-02   2.1403648e+00
   2.0194227e-02   1.4094309e+00
   6.6092743e-03   2.8411343e+00
   1.7733121e-02   2.0156215e+00
   1.4708137e-02   3.6008628e+00
   1.0999225e-02   1.8778189e+00
   1.5409518e-01   1.0423663e+01
   9.1236612e-02   1.0146793e+01
   2.9916796e-01   1.4751666e+01
   9.8324905e-01   3.5216850e+01
   3.0890001e-02   3.5058933e+00
   1.4032140e-01   8.9271922e+00
   1.2068006e-02   6.4683596e+00
   2.8763331e-02   1.1892711e+00
   9.7417137e-03   3.7797272e+00
   1.9027020e-02   4.1382037e+00
   2.7544957e-02   3.1550029e+00
   4.2647748e-02   3.2839611e+00
   2.5204950e-02   2.4494120e+00
   1.2303400e-01   9.5094957e+00
   2.9252575e-02   2.0624349e+00
   3.8827991e-01   1.8371763e+01
   9.1576764e-02   7.1186935e+00
   1.3617082e-02   2.1689616e+00
   1.9409792e-01   1.1271726e+01
   3.5074132e-02   7.5621940e+00
   5.1402204e-01   2.2111866e+01
   8.4212675e-03   2.5962660e+00
   2.4577226e-02   1.4065298e+00
   1.8500370e-02   4.3118082e+00
   1.7432173e-02   1.7908059e+00
   3.9017477e+00   8.2876614e+01
   1.6491007e+00   4.1574825e+01
   1.9952547e-02   1.9483918e+00
   4.3175763e-02   7.1567231e+00
   5.3769921e-02   6.1918297e+00
   1.6506946e-02   2.9703163e+00
   1.2220772e-02   1.5042348e+00
   1.4418982e-01   8.6166588e+00
   2.8872944e-01   1.5339527e+01
   2.8370610e-02   2.6795983e+00
   1.0024940e+00   3.0754645e+01
   1.0857234e-03   5.0529881e+00
   1.0370202e-01   9.0835016e+00
   7.5132039e-01   2.4332393e+01
   1.8234680e-02   1.2197521e+00
   2.0742021e-02   9.0977362e-01
   1.8484293e-02   3.2286374e+00
   9.8641897e-03   6.1108658e+00
   1.9210753e-02   3.1220218e+00
   1.1330136e-01   8.2549710e+00
   8.4048966e-02   7.4689324e+00
   3.2796675e-02   5.9706267e+00
   5.2193105e-01   2.2986315e+01
   1.5987411e-02   6.1952835e+00
   3.8816943e-03   3.9115030e+00
   1.0810310e-02   4.1119963e+00
   5.2499265e-02   6.1867023e+00
   1.1935237e-01   9.8158572e+00
   2.3019854e-03   5.3382438e+00
   2.4979348e-02   5.8002943e+00
   1.8245928e-02   3.2687972e+00
   2.7269337e-01   1.2289953e+01
   1.2278621e-03   4.6806928e+00
   4.0965065e-02   6.5662241e+00
   1.7852170e-02   3.2367417e+00
   2.4277137e-02   1.9627095e+00
   3.0152791e-02   2.4423831e+00
   1.8121110e-01   1.2374937e+01
   1.5499989e-02   3.0984058e+00
   2.6220678e-02   2.4686050e+00
   1.6435806e-02   3.5490641e+00
   1.8558827e-01   1.2436751e+01
   1.2937795e+00   3.8178561e+01
   1.3093740e-01   9.3234427e+00
   2.8181030e-02   1.9093939e+00
