0.72353,0.20143
0.90469,0.028402
0.85734,0.036663
0.82645,0.21989
0.85222,0.055192
0.97961,0.12772
0.9106,0.027064
0.7223,0.097043
0.72555,0.05191
0.82799,0.13882
0.91042,0.27864
0.72376,0.17359
0.90102,0.035534
0.73622,0.10471
0.75579,0.35269
0.69009,0.064691
0.93989,0
0.86535,0.078795
1.0062,0.09166
0.78596,0.13533
0.88148,0.055656
0.58791,0.28296
0.79755,0.22447
0.91831,0.13622
0.85012,0.2091
0.87902,0.20459
0.84468,0.030817
1.0303,0.035112
0.89605,0.10941
0.58305,0.017462
0.8721,0.14107
0.7883,0.027492
0.89667,0.13733
0.84737,0.14791
0.89126,0.026365
0.87329,0.092128
0.95067,0.11409
0.89954,0.18777
0.78808,0.16605
0.9511,0.073022
0.89265,0.17767
0.81993,0.02402
0.49735,0.12368
0.7506,0.32258
0.71517,0.12158
0.90512,0.26113
0.9158,0.019941
0.99766,0.047251
0.79646,0.037586
0.62421,0.25827
0.87973,0.016818
0.80257,0.12206
0.71836,0.011755
0.92192,0.14402
0.96882,0.15295
0.76412,0.065029
0.88256,0.20712
0.83373,0.037255
0.73637,0.18415
0.5683,0.3832
0.43032,0.41851
0.60862,0.13397
0.91855,0.022429
0.82484,0.28783
0.92746,0.0016565
0.87372,0.035685
0.72967,0.035897
1.0156,0.068264
0.77401,0.16599
0.76173,0.18211
0.63504,0.42454
0.89514,0.05994
0.35937,0.51043
0.9177,0.15952
0.83386,0.19743
0.92504,0.058502
0.84839,0.11794
0.49907,0.25416
0.81294,0.14571
0.75464,0.21532
0.92318,0.099378
0.87384,0.25505
0.63857,0.024459
0.58187,0.52061
0.72968,0.11772
0.75594,0.07386
0.71297,0.17884
0.82265,0.23463
0.95268,0.19736
0.82014,0.24766
0.89939,0.2867
0.78739,0.37589
1.0286,0.060035
0.65036,0.1471
0.86496,0
0.63569,0.19948
1.0116,0.049717
0.99016,0.07517
0.64611,0.3838
0.93156,0.036472
0.97196,0.046326
0.9914,0.029513
0.88435,0.011768
0.85496,0.0034346
0.79473,0.05842
0.58359,0.36641
0.6658,0.23617
0.91523,0.022961
0.73479,0.069656
0.87828,0.06735
0.94311,0.069824
0.79136,0.076746
0.84943,0.30823
0.78816,0.0052353
0.54636,0.14492
0.64597,0.061763
0.92943,0.074238
0.86649,0.13196
0.83068,0.04132
0.93967,0
0.92322,0.010177
0.86379,0.042606
0.87509,0
0.97488,0.09808
0.85164,0
0.79335,0.034525
0.92195,0.067194
0.71685,0.13429
0.9258,0.12141
0.89349,0.048406
0.87065,0.00035586
0.91426,0.037101
0.89792,0.046736
0.771,0.22719
0.84355,0
0.64102,0.27334
0.36671,0.11131
0.80252,0.24464
0.77074,0.028512
0.91409,0
0.90902,0.18732
0.80595,0.23987
0.65213,0.27193
0.60545,0.024831
0.81952,0.031654
0.84797,0.12409
0.94774,0.11566
0.52593,0.61647
0.29923,0.84242
0.76766,0
0.80365,0.16599
0.80934,0.028929
0.76141,0.14437
0.67009,0.068963
0.82911,0.31315
0.85681,0.15529
0.60657,0.19714
0.78296,0.32253
0.89791,0.12953
0.87154,0.11234
0.78448,0.23252
0.78764,0.2755
1.028,0.090489
0.84098,0.030967
0.78952,0.23581
0.7793,0.16417
0.89946,0.047557
0.75644,0.53125
0.76847,0.022064
0.99019,0.1416
0.9339,0.15598
0.87731,0.23374
0.63532,0.22629
0.85071,0.13413
0.95601,0.061882
0.66237,0.27968
0.82379,0.12851
0.6856,0.20137
0.92793,0.081116
0.5598,0.3714
0.82654,0.0075157
0.91713,0.03607
0.9358,0.24895
0.83087,0.089319
0.97509,0.010198
0.65671,0.45281
0.83555,0.44534
0.90072,0.11654
0.77877,0.1033
0.84238,0.029546
0.78065,0.039697
0.76015,0.26421
0.82664,0.13622
0.60261,0.34493
0.50453,0.5413
0.84107,0.062387
0.79785,0.069477
0.82433,0.14092
0.89604,0.0056823
0.77063,0.029682
0.5525,0.44252
0.81117,0.20335
0.41006,0.23864
0.93659,0.033184
0.86614,0.20188
0.85622,0.069667
0.78824,0.063634
0.94185,0.13661
0.83268,0.17021
0.65149,0.18458
0.76326,0.31381
0.94285,0
0.86537,0.032167
0.71277,0.20042
0.77681,0.023905
0.76662,0.1788
0.92344,0.00054667
0.90205,0.22376
0.90388,0.066088
0.71656,0.014739
0.65371,0.12931
0.9269,0.036237
0.91937,0.10119
0.84495,0.24474
0.89338,0.091299
0.92805,0.096521
0.86311,0.017353
0.98129,0.028231
0.89795,0.030153
0.75071,0.093689
0.76617,0.19321
0.69419,0.23975
0.8141,0.071758
0.89356,0.13533
